Animal ID,Outcome Date,Outcome Type,Age upon Outcomes(years)
A763116,2017-12-28,Adoption or RTO,2.0
A756587,2017-08-26,Adoption or RTO,0.0
A750587,2017-06-01,Transfer,0.0
A719418,2016-01-29,Transfer,0.0
A776870,2018-07-29,Transfer,2.0
A722968,2019-01-31,Adoption or RTO,3.0
A798494,2019-08-30,Transfer,0.0
A823172,2020-09-21,Adoption or RTO,0.0
A801817,2019-08-20,Transfer,0.0
A777213,2018-07-29,Transfer,0.0
A701804,2015-05-05,Transfer,0.0
A731213,2018-01-17,Adoption or RTO,1.0
A798410,2019-07-21,Transfer,0.0
A822795,2020-11-14,Adoption or RTO,0.0
A780896,2018-10-21,Adoption or RTO,0.0
A748663,2017-05-11,Adoption or RTO,8.0
A814845,2020-03-12,Adoption or RTO,2.0
A756779,2017-09-01,Transfer,2.0
A682242,2014-08-14,Adoption or RTO,0.0
A761375,2017-11-07,Adoption or RTO,0.0
A732338,2016-08-07,Transfer,1.0
A708844,2015-08-05,Adoption or RTO,1.0
A783813,2018-11-25,Adoption or RTO,0.0
A682947,2014-11-02,Adoption or RTO,0.0
A784733,2018-11-25,Transfer,1.0
A772192,2018-06-23,Adoption or RTO,0.0
A753283,2017-07-09,Transfer,2.0
A779981,2018-09-21,Transfer,0.0
A761204,2017-11-08,Adoption or RTO,6.0
A725469,2016-04-29,Transfer,0.0
A793817,2019-07-03,Adoption or RTO,0.0
A743106,2017-02-08,Transfer,1.0
A702932,2015-07-24,Adoption or RTO,0.0
A703477,2015-05-25,Euthanasia,0.0
A760004,2017-10-11,Transfer,0.0
A703679,2015-08-26,Adoption or RTO,0.0
A741201,2017-01-03,Adoption or RTO,0.0
A810453,2019-12-17,Transfer,2.0
A684132,2014-07-19,Transfer,0.0
A801314,2019-08-02,Transfer,0.0
A795012,2019-05-25,Adoption or RTO,0.0
A686869,2014-08-29,Transfer,0.0
A721273,2016-03-01,Adoption or RTO,0.0
A755825,2017-08-14,Adoption or RTO,0.0
A778047,2018-08-28,Adoption or RTO,0.0
A778141,2018-08-12,Transfer,0.0
A678454,2014-06-22,Adoption or RTO,0.0
A696154,2015-01-30,Euthanasia,0.0
A818960,2020-06-22,Adoption or RTO,0.0
A751424,2017-06-15,Euthanasia,0.0
A771858,2018-05-11,Transfer,0.0
A801037,2019-07-30,Transfer,0.0
A756567,2017-08-28,Adoption or RTO,0.0
A813957,2020-02-23,Adoption or RTO,9.0
A708306,2015-08-06,Transfer,0.0
A672182,2014-02-06,Adoption or RTO,0.0
A682556,2014-06-30,Transfer,0.0
A742349,2017-04-15,Adoption or RTO,4.0
A687942,2014-09-12,Transfer,0.0
A706304,2015-07-06,Transfer,0.0
A702938,2015-05-20,Transfer,1.0
A686187,2014-08-31,Adoption or RTO,0.0
A759249,2017-10-03,Transfer,0.0
A820483,2020-08-08,Adoption or RTO,0.0
A684823,2014-08-06,Transfer,0.0
A807537,2019-10-31,Transfer,2.0
A683437,2014-07-12,Transfer,0.0
A801235,2019-08-06,Transfer,0.0
A676004,2014-04-03,Euthanasia,5.0
A776227,2018-08-18,Adoption or RTO,0.0
A699110,2018-08-04,Adoption or RTO,3.0
A729061,2016-06-14,Transfer,3.0
A772328,2018-06-29,Adoption or RTO,2.0
A709404,2015-08-08,Transfer,0.0
A822536,2020-10-27,Adoption or RTO,0.0
A803609,2019-09-09,Adoption or RTO,0.0
A668539,2013-12-20,Transfer,1.0
A801650,2019-08-24,Adoption or RTO,0.0
A758699,2017-09-20,Transfer,0.0
A823625,2020-09-29,Adoption or RTO,0.0
A696915,2015-02-16,Transfer,1.0
A749635,2017-05-19,Died or Missing,0.0
A678386,2014-05-08,Transfer,0.0
A725648,2016-05-01,Transfer,0.0
A671918,2014-02-15,Adoption or RTO,0.0
A784336,2018-11-18,Adoption or RTO,1.0
A708829,2015-12-12,Adoption or RTO,1.0
A668789,2013-12-14,Adoption or RTO,0.0
A757932,2017-09-14,Adoption or RTO,0.0
A739342,2016-12-01,Transfer,0.0
A732273,2016-08-12,Transfer,12.0
A698146,2015-04-01,Transfer,4.0
A734981,2016-09-17,Transfer,2.0
A769413,2018-04-07,Transfer,10.0
A821898,2020-10-01,Adoption or RTO,0.0
A746964,2017-04-11,Transfer,0.0
A802053,2019-07-25,Euthanasia,0.0
A662399,2013-10-17,Adoption or RTO,0.0
A686215,2014-10-03,Transfer,0.0
A691279,2014-12-09,Transfer,0.0
A716716,2017-01-06,Adoption or RTO,1.0
A713756,2015-10-12,Euthanasia,2.0
A764167,2017-12-27,Transfer,0.0
A674240,2014-03-10,Transfer,0.0
A792644,2019-06-23,Adoption or RTO,2.0
A685017,2014-08-09,Adoption or RTO,0.0
A799402,2019-07-12,Transfer,1.0
A707783,2015-07-18,Transfer,2.0
A707121,2015-08-01,Transfer,0.0
A793144,2019-06-22,Adoption or RTO,0.0
A803310,2019-10-22,Adoption or RTO,0.0
A688994,2014-09-28,Transfer,0.0
A690354,2014-11-05,Transfer,2.0
A784594,2018-11-23,Adoption or RTO,0.0
A824054,2020-10-09,Euthanasia,3.0
A774953,2018-08-04,Adoption or RTO,0.0
A719874,2016-04-02,Adoption or RTO,0.0
A705695,2015-07-01,Transfer,0.0
A741992,2017-01-17,Transfer,2.0
A695745,2015-01-22,Transfer,1.0
A710326,2015-08-21,Transfer,0.0
A666161,2013-12-05,Adoption or RTO,9.0
A821122,2020-08-13,Adoption or RTO,0.0
A683337,2014-07-18,Transfer,3.0
A733200,2016-08-19,Euthanasia,0.0
A797908,2019-06-24,Adoption or RTO,0.0
A704336,2015-06-04,Transfer,1.0
A786740,2019-01-05,Transfer,15.0
A667669,2013-11-30,Adoption or RTO,0.0
A792552,2019-04-16,Transfer,0.0
A771608,2018-09-21,Adoption or RTO,0.0
A794768,2019-05-11,Transfer,0.0
A684044,2014-07-22,Adoption or RTO,0.0
A818470,2020-07-16,Adoption or RTO,0.0
A786568,2019-01-04,Adoption or RTO,0.0
A769920,2018-05-11,Adoption or RTO,10.0
A776662,2018-07-17,Transfer,0.0
A714391,2017-03-31,Adoption or RTO,9.0
A691199,2014-11-19,Adoption or RTO,0.0
A777785,2018-09-10,Adoption or RTO,0.0
A712980,2015-10-04,Transfer,0.0
A728696,2016-06-19,Adoption or RTO,0.0
A777477,2018-07-29,Transfer,0.0
A726593,2016-07-09,Adoption or RTO,0.0
A700041,2015-04-07,Transfer,2.0
A709244,2015-08-06,Transfer,0.0
A798400,2019-06-30,Transfer,0.0
A748741,2017-07-01,Adoption or RTO,0.0
A690815,2014-11-05,Adoption or RTO,0.0
A710934,2015-09-16,Transfer,2.0
A684013,2014-08-04,Adoption or RTO,0.0
A751857,2017-07-02,Adoption or RTO,6.0
A383036,2014-06-28,Euthanasia,14.0
A793889,2019-07-25,Adoption or RTO,0.0
A688918,2014-10-01,Adoption or RTO,0.0
A821869,2020-08-27,Transfer,7.0
A796566,2019-06-11,Transfer,1.0
A800713,2019-07-25,Transfer,0.0
A767697,2018-03-06,Transfer,0.0
A778433,2018-08-18,Adoption or RTO,0.0
A734080,2016-09-04,Adoption or RTO,0.0
A778291,2018-08-15,Transfer,4.0
A792852,2019-04-18,Transfer,0.0
A747290,2017-04-18,Transfer,0.0
A807165,2019-10-22,Euthanasia,1.0
A726212,2016-05-08,Transfer,0.0
A727989,2016-08-25,Adoption or RTO,0.0
A801198,2019-09-22,Transfer,0.0
A695070,2015-01-12,Adoption or RTO,1.0
A780861,2018-09-23,Transfer,9.0
A712065,2015-10-01,Transfer,0.0
A778771,2018-12-29,Adoption or RTO,1.0
A719341,2016-01-26,Transfer,8.0
A711249,2016-01-13,Adoption or RTO,0.0
A809022,2019-12-03,Transfer,3.0
A823102,2020-09-29,Transfer,0.0
A784852,2018-11-27,Adoption or RTO,0.0
A817470,2020-06-20,Adoption or RTO,0.0
A723317,2016-04-05,Transfer,0.0
A714805,2016-01-11,Adoption or RTO,0.0
A685277,2014-08-12,Transfer,0.0
A670988,2014-01-21,Transfer,2.0
A694469,2014-12-31,Died or Missing,0.0
A682786,2014-07-08,Transfer,1.0
A702930,2015-08-01,Adoption or RTO,1.0
A765729,2018-03-03,Adoption or RTO,0.0
A771183,2018-05-01,Transfer,0.0
A737331,2016-11-28,Adoption or RTO,0.0
A682427,2014-07-08,Transfer,0.0
A692265,2014-11-17,Transfer,0.0
A739578,2017-01-11,Adoption or RTO,0.0
A788358,2019-02-05,Transfer,0.0
A741815,2017-01-09,Died or Missing,2.0
A691705,2014-11-18,Transfer,0.0
A735666,2017-01-18,Transfer,0.0
A798544,2019-07-29,Adoption or RTO,0.0
A719441,2016-01-26,Transfer,3.0
A777084,2018-08-18,Adoption or RTO,0.0
A744549,2017-03-04,Adoption or RTO,2.0
A809850,2019-12-20,Adoption or RTO,0.0
A783972,2018-11-25,Adoption or RTO,0.0
A712111,2015-09-17,Transfer,0.0
A681345,2014-06-29,Adoption or RTO,0.0
A769155,2018-06-23,Adoption or RTO,0.0
A758537,2017-09-18,Euthanasia,0.0
A789390,2019-02-23,Adoption or RTO,0.0
A710334,2015-09-21,Transfer,0.0
A822997,2020-09-19,Transfer,2.0
A722662,2016-03-21,Transfer,2.0
A688197,2014-09-24,Adoption or RTO,12.0
A676076,2014-05-28,Adoption or RTO,4.0
A726205,2016-05-08,Transfer,4.0
A808131,2019-12-14,Adoption or RTO,7.0
A803655,2019-09-09,Adoption or RTO,0.0
A758445,2017-10-14,Adoption or RTO,0.0
A679976,2014-06-29,Adoption or RTO,0.0
A806056,2019-12-02,Adoption or RTO,0.0
A780047,2018-10-23,Adoption or RTO,0.0
A676524,2014-05-25,Adoption or RTO,0.0
A678816,2014-06-18,Adoption or RTO,0.0
A801787,2019-08-13,Transfer,0.0
A790481,2019-03-28,Adoption or RTO,2.0
A735992,2016-10-20,Transfer,0.0
A740115,2017-08-18,Adoption or RTO,0.0
A715838,2015-11-11,Transfer,0.0
A736709,2016-10-20,Adoption or RTO,0.0
A733967,2016-11-13,Adoption or RTO,0.0
A718217,2015-12-25,Adoption or RTO,4.0
A661776,2018-05-15,Euthanasia,6.0
A798466,2019-06-30,Adoption or RTO,0.0
A811471,2020-01-08,Transfer,2.0
A704809,2015-06-09,Transfer,0.0
A801351,2019-08-07,Transfer,0.0
A761114,2017-11-02,Adoption or RTO,0.0
A683122,2014-07-08,Transfer,0.0
A775362,2018-08-29,Adoption or RTO,0.0
A730287,2016-08-19,Adoption or RTO,0.0
A805769,2019-10-21,Adoption or RTO,0.0
A704925,2015-06-11,Transfer,2.0
A757887,2017-09-14,Transfer,2.0
A742770,2017-01-29,Adoption or RTO,5.0
A729472,2016-06-28,Adoption or RTO,0.0
A707503,2015-07-14,Transfer,0.0
A715195,2015-11-01,Adoption or RTO,0.0
A781678,2019-12-19,Adoption or RTO,1.0
A670616,2014-02-02,Adoption or RTO,16.0
A766228,2018-02-05,Adoption or RTO,12.0
A817084,2020-05-21,Adoption or RTO,7.0
A710064,2015-08-17,Euthanasia,0.0
A818844,2020-09-01,Adoption or RTO,0.0
A809046,2019-11-22,Transfer,0.0
A821430,2020-08-25,Adoption or RTO,0.0
A689052,2014-09-28,Transfer,0.0
A750763,2017-06-28,Adoption or RTO,0.0
A747581,2017-04-23,Transfer,0.0
A738801,2016-12-27,Transfer,4.0
A724753,2016-07-09,Adoption or RTO,0.0
A690310,2014-11-20,Transfer,0.0
A776059,2018-07-16,Adoption or RTO,0.0
A777779,2018-08-11,Transfer,0.0
A801381,2019-08-07,Transfer,1.0
A771100,2018-06-27,Adoption or RTO,0.0
A687929,2014-09-23,Adoption or RTO,0.0
A763040,2018-01-06,Adoption or RTO,6.0
A766740,2018-02-16,Adoption or RTO,3.0
A676620,2014-04-25,Adoption or RTO,0.0
A727151,2016-05-22,Transfer,2.0
A762227,2017-11-24,Adoption or RTO,3.0
A811848,2020-02-07,Transfer,2.0
A768439,2018-03-20,Euthanasia,0.0
A700021,2015-04-07,Transfer,1.0
A701737,2015-05-04,Transfer,0.0
A753306,2017-07-05,Transfer,0.0
A724125,2016-11-28,Adoption or RTO,1.0
A683746,2014-07-25,Transfer,0.0
A810180,2020-04-06,Adoption or RTO,0.0
A807514,2019-11-12,Transfer,0.0
A700941,2015-04-21,Transfer,0.0
A710519,2015-08-28,Adoption or RTO,0.0
A707977,2015-09-20,Adoption or RTO,0.0
A753538,2017-08-12,Adoption or RTO,0.0
A804908,2019-09-28,Adoption or RTO,0.0
A795632,2019-06-03,Transfer,5.0
A824071,2020-12-10,Adoption or RTO,1.0
A678951,2014-05-26,Adoption or RTO,3.0
A793520,2019-04-29,Transfer,2.0
A819763,2020-07-14,Transfer,0.0
A733036,2016-09-04,Adoption or RTO,3.0
A749989,2017-05-22,Transfer,0.0
A793873,2019-05-07,Transfer,1.0
A781221,2018-10-10,Adoption or RTO,0.0
A752601,2017-07-06,Transfer,0.0
A483941,2019-09-30,Adoption or RTO,12.0
A779227,2018-09-18,Adoption or RTO,0.0
A526238,2014-01-27,Adoption or RTO,10.0
A678072,2014-05-03,Transfer,0.0
A702960,2015-05-19,Euthanasia,1.0
A782498,2018-10-16,Transfer,2.0
A679649,2014-05-25,Transfer,0.0
A710821,2015-10-13,Transfer,1.0
A783021,2018-10-26,Adoption or RTO,5.0
A689370,2014-10-03,Adoption or RTO,0.0
A770379,2018-04-19,Transfer,0.0
A766633,2018-03-11,Transfer,3.0
A751582,2017-06-19,Transfer,2.0
A772538,2018-06-23,Adoption or RTO,0.0
A761257,2017-11-05,Transfer,1.0
A724173,2016-04-13,Transfer,0.0
A665969,2013-10-27,Transfer,2.0
A745354,2017-05-06,Transfer,13.0
A714476,2016-05-23,Adoption or RTO,0.0
A764233,2017-12-30,Transfer,8.0
A816884,2020-06-02,Transfer,2.0
A722210,2016-03-21,Transfer,1.0
A734940,2017-02-02,Transfer,1.0
A785316,2018-12-05,Transfer,1.0
A823506,2020-11-20,Adoption or RTO,0.0
A801411,2019-08-08,Adoption or RTO,2.0
A823424,2020-11-17,Adoption or RTO,0.0
A689476,2014-10-19,Adoption or RTO,2.0
A732656,2016-08-22,Adoption or RTO,0.0
A794025,2019-05-07,Adoption or RTO,0.0
A817867,2020-05-27,Transfer,0.0
A682418,2014-07-12,Adoption or RTO,0.0
A706183,2015-07-20,Adoption or RTO,0.0
A750165,2017-07-01,Adoption or RTO,0.0
A802413,2019-09-17,Transfer,0.0
A798943,2019-08-14,Adoption or RTO,0.0
A752792,2017-06-30,Transfer,0.0
A715637,2015-12-18,Adoption or RTO,0.0
A792065,2019-04-08,Transfer,0.0
A764776,2018-01-07,Adoption or RTO,10.0
A777362,2018-08-16,Transfer,2.0
A819999,2020-07-09,Transfer,0.0
A764771,2018-01-08,Transfer,1.0
A737037,2016-10-30,Adoption or RTO,0.0
A728834,2016-06-10,Transfer,1.0
A710833,2015-09-07,Adoption or RTO,0.0
A690424,2014-10-31,Transfer,0.0
A738710,2017-02-03,Adoption or RTO,0.0
A705242,2015-06-23,Transfer,2.0
A810486,2020-01-30,Adoption or RTO,0.0
A720397,2016-04-07,Adoption or RTO,0.0
A759315,2017-10-05,Transfer,0.0
A798083,2019-06-27,Transfer,0.0
A731377,2016-08-13,Transfer,0.0
A797000,2019-06-21,Transfer,0.0
A706179,2015-07-23,Adoption or RTO,0.0
A681980,2014-06-24,Adoption or RTO,0.0
A704403,2015-07-18,Adoption or RTO,0.0
A714783,2015-10-28,Transfer,2.0
A806455,2019-10-14,Transfer,0.0
A689068,2014-10-18,Adoption or RTO,0.0
A672282,2014-11-20,Transfer,0.0
A689895,2014-10-12,Transfer,0.0
A781181,2018-09-27,Transfer,2.0
A802541,2019-08-20,Adoption or RTO,0.0
A706927,2015-07-06,Transfer,1.0
A669919,2014-01-26,Adoption or RTO,6.0
A808720,2019-12-16,Transfer,2.0
A669246,2013-12-19,Transfer,1.0
A711713,2015-09-23,Transfer,0.0
A752848,2017-07-01,Adoption or RTO,10.0
A727150,2016-05-22,Transfer,0.0
A733862,2016-08-29,Transfer,0.0
A704454,2015-06-06,Transfer,1.0
A698256,2015-03-23,Euthanasia,3.0
A733296,2016-10-09,Adoption or RTO,2.0
A717140,2015-12-06,Adoption or RTO,3.0
A793078,2019-05-21,Adoption or RTO,0.0
A689328,2014-10-13,Adoption or RTO,0.0
A718508,2016-01-08,Transfer,0.0
A796480,2019-06-22,Adoption or RTO,0.0
A718406,2016-01-19,Transfer,0.0
A802621,2019-08-27,Adoption or RTO,0.0
A741486,2017-01-03,Euthanasia,9.0
A730590,2016-07-23,Adoption or RTO,0.0
A731776,2016-08-08,Adoption or RTO,0.0
A808037,2019-11-07,Adoption or RTO,1.0
A796099,2019-06-11,Transfer,0.0
A663257,2013-10-19,Adoption or RTO,0.0
A696318,2015-02-20,Adoption or RTO,10.0
A719400,2016-01-23,Adoption or RTO,0.0
A642394,2016-05-17,Adoption or RTO,3.0
A727738,2016-07-17,Adoption or RTO,0.0
A756814,2017-09-04,Adoption or RTO,4.0
A823751,2020-11-29,Adoption or RTO,0.0
A794822,2019-06-22,Adoption or RTO,0.0
A709251,2015-08-06,Transfer,0.0
A740027,2016-12-17,Transfer,0.0
A730618,2016-08-04,Adoption or RTO,0.0
A737461,2016-10-29,Transfer,0.0
A755767,2017-08-21,Transfer,11.0
A598222,2018-03-09,Adoption or RTO,7.0
A715839,2015-11-11,Transfer,0.0
A826578,2020-12-02,Transfer,0.0
A819064,2020-06-22,Transfer,7.0
A777634,2018-08-18,Transfer,0.0
A818246,2020-07-14,Adoption or RTO,0.0
A666661,2013-12-08,Adoption or RTO,0.0
A805018,2019-10-26,Transfer,0.0
A782197,2018-11-01,Euthanasia,0.0
A666698,2013-12-12,Transfer,1.0
A774569,2018-07-14,Adoption or RTO,1.0
A737506,2016-10-31,Transfer,0.0
A679401,2014-05-23,Transfer,2.0
A811269,2020-01-07,Adoption or RTO,2.0
A746164,2017-03-30,Transfer,0.0
A691170,2014-11-17,Adoption or RTO,0.0
A716713,2015-12-03,Transfer,1.0
A702093,2015-05-09,Transfer,0.0
A708708,2015-07-30,Transfer,0.0
A768512,2018-06-20,Adoption or RTO,1.0
A774727,2018-06-21,Transfer,1.0
A732821,2016-09-23,Transfer,1.0
A761538,2017-11-08,Euthanasia,8.0
A785686,2018-12-26,Adoption or RTO,2.0
A675425,2014-03-28,Transfer,0.0
A784894,2018-11-26,Adoption or RTO,0.0
A771717,2018-05-12,Transfer,0.0
A620557,2015-06-22,Euthanasia,13.0
A794782,2019-10-01,Adoption or RTO,0.0
A799336,2019-07-28,Adoption or RTO,0.0
A674565,2014-03-17,Transfer,0.0
A747707,2017-05-23,Adoption or RTO,0.0
A771661,2018-05-12,Adoption or RTO,2.0
A798356,2019-08-10,Adoption or RTO,0.0
A790631,2019-06-30,Adoption or RTO,2.0
A753379,2017-07-05,Euthanasia,10.0
A720396,2016-05-13,Adoption or RTO,0.0
A778075,2018-10-06,Adoption or RTO,0.0
A787940,2019-01-25,Adoption or RTO,3.0
A784165,2018-11-13,Died or Missing,0.0
A738167,2016-11-11,Adoption or RTO,1.0
A734941,2016-09-16,Transfer,1.0
A710793,2015-08-28,Transfer,1.0
A729054,2016-07-26,Adoption or RTO,0.0
A749538,2017-05-16,Euthanasia,12.0
A664304,2013-10-03,Transfer,0.0
A730190,2016-07-02,Adoption or RTO,0.0
A707446,2015-07-13,Transfer,0.0
A820475,2020-07-21,Transfer,0.0
A761271,2017-11-27,Adoption or RTO,0.0
A682528,2014-07-10,Transfer,5.0
A667519,2013-11-20,Transfer,0.0
A746594,2017-05-19,Adoption or RTO,7.0
A814330,2020-02-28,Transfer,0.0
A756512,2017-08-26,Adoption or RTO,0.0
A715794,2015-11-14,Transfer,2.0
A764931,2018-01-10,Transfer,0.0
A805229,2019-10-22,Transfer,0.0
A742209,2017-01-18,Transfer,3.0
A785770,2019-01-10,Adoption or RTO,5.0
A755974,2017-08-30,Adoption or RTO,3.0
A743465,2017-02-14,Adoption or RTO,2.0
A684034,2014-07-18,Transfer,0.0
A759502,2017-10-02,Euthanasia,0.0
A679275,2014-05-20,Transfer,3.0
A702923,2015-05-21,Transfer,0.0
A738371,2016-12-17,Adoption or RTO,0.0
A699167,2015-03-27,Adoption or RTO,7.0
A726787,2016-05-14,Transfer,0.0
A766105,2018-02-05,Transfer,0.0
A764972,2018-01-14,Transfer,2.0
A727995,2016-05-29,Transfer,0.0
A775518,2018-08-03,Adoption or RTO,0.0
A812231,2020-01-23,Adoption or RTO,0.0
A812976,2020-02-04,Adoption or RTO,0.0
A784664,2018-11-18,Transfer,1.0
A807383,2019-10-28,Transfer,2.0
A806668,2019-10-22,Adoption or RTO,1.0
A797513,2019-07-05,Adoption or RTO,0.0
A702836,2015-07-03,Adoption or RTO,0.0
A713163,2015-11-11,Transfer,4.0
A671104,2014-01-19,Adoption or RTO,3.0
A671160,2014-01-22,Transfer,1.0
A750413,2017-05-27,Adoption or RTO,1.0
A779897,2018-09-12,Transfer,0.0
A768658,2018-03-27,Adoption or RTO,0.0
A720200,2016-02-07,Adoption or RTO,0.0
A676795,2014-04-15,Transfer,0.0
A760812,2017-10-27,Transfer,1.0
A759242,2018-01-07,Adoption or RTO,4.0
A660121,2013-10-14,Adoption or RTO,0.0
A710978,2015-08-31,Transfer,0.0
A667187,2013-11-15,Transfer,0.0
A813277,2020-03-07,Adoption or RTO,0.0
A728692,2016-06-20,Adoption or RTO,1.0
A711825,2015-11-28,Adoption or RTO,0.0
A799851,2019-08-21,Adoption or RTO,0.0
A739494,2016-12-03,Transfer,0.0
A731958,2016-08-02,Adoption or RTO,0.0
A658157,2013-12-10,Adoption or RTO,11.0
A798634,2019-07-02,Transfer,2.0
A694790,2015-01-05,Transfer,0.0
A781307,2018-10-06,Adoption or RTO,0.0
A760128,2017-10-17,Transfer,0.0
A716855,2015-12-30,Adoption or RTO,11.0
A693472,2015-01-31,Transfer,0.0
A806637,2019-10-31,Transfer,0.0
A735898,2016-10-09,Adoption or RTO,0.0
A700809,2015-05-08,Adoption or RTO,0.0
A804532,2019-09-19,Adoption or RTO,0.0
A690558,2014-10-25,Transfer,0.0
A704978,2015-06-11,Transfer,0.0
A712650,2015-11-14,Adoption or RTO,0.0
A679519,2014-09-14,Adoption or RTO,0.0
A751423,2017-06-15,Died or Missing,0.0
A750361,2017-06-01,Adoption or RTO,0.0
A729094,2016-06-28,Adoption or RTO,0.0
A806473,2019-10-14,Euthanasia,8.0
A823939,2020-10-02,Transfer,0.0
A705054,2015-06-12,Euthanasia,1.0
A725308,2016-04-28,Transfer,0.0
A711319,2015-11-11,Transfer,1.0
A680166,2014-05-30,Transfer,0.0
A756293,2017-08-22,Transfer,0.0
A727588,2016-05-23,Transfer,0.0
A701197,2015-04-25,Transfer,0.0
A777200,2018-09-27,Adoption or RTO,0.0
A703368,2015-07-14,Adoption or RTO,0.0
A777395,2018-08-01,Transfer,1.0
A679182,2014-05-17,Transfer,2.0
A827177,2020-12-17,Transfer,8.0
A710887,2015-10-08,Adoption or RTO,0.0
A674636,2014-03-16,Transfer,0.0
A678202,2014-06-26,Adoption or RTO,0.0
A782165,2018-10-15,Transfer,0.0
A732808,2016-08-13,Transfer,0.0
A737264,2016-10-28,Transfer,10.0
A720427,2016-02-14,Adoption or RTO,0.0
A799450,2019-07-12,Adoption or RTO,0.0
A819783,2020-09-14,Adoption or RTO,0.0
A762322,2017-12-20,Adoption or RTO,0.0
A744716,2017-03-23,Transfer,1.0
A674800,2014-03-22,Transfer,0.0
A821708,2020-11-25,Adoption or RTO,0.0
A735880,2017-02-09,Adoption or RTO,0.0
A740239,2016-12-24,Adoption or RTO,0.0
A750022,2017-06-09,Transfer,1.0
A783921,2018-11-09,Died or Missing,0.0
A809168,2019-12-08,Adoption or RTO,0.0
A810647,2020-02-24,Adoption or RTO,0.0
A704037,2015-06-01,Transfer,1.0
A801552,2019-09-04,Transfer,0.0
A797673,2019-06-21,Transfer,0.0
A823412,2020-09-28,Adoption or RTO,0.0
A702438,2015-06-20,Adoption or RTO,0.0
A703119,2015-05-20,Transfer,0.0
A693252,2014-12-15,Adoption or RTO,3.0
A807714,2019-11-01,Transfer,0.0
A725579,2016-05-04,Died or Missing,3.0
A728188,2016-07-05,Adoption or RTO,0.0
A771701,2018-05-09,Euthanasia,5.0
A774585,2018-06-17,Transfer,0.0
A708133,2015-07-26,Transfer,0.0
A801455,2019-08-08,Transfer,0.0
A766489,2018-02-10,Adoption or RTO,1.0
A707711,2015-12-27,Adoption or RTO,0.0
A712576,2015-10-08,Died or Missing,0.0
A716810,2015-11-30,Transfer,0.0
A736813,2017-02-02,Transfer,0.0
A819005,2020-09-08,Adoption or RTO,0.0
A703314,2015-05-27,Died or Missing,0.0
A822470,2020-09-19,Adoption or RTO,0.0
A713181,2015-10-05,Adoption or RTO,1.0
A688658,2014-09-23,Euthanasia,0.0
A761940,2018-02-08,Adoption or RTO,3.0
A802686,2019-10-18,Adoption or RTO,0.0
A632731,2016-01-26,Adoption or RTO,3.0
A734849,2016-09-24,Adoption or RTO,0.0
A728162,2016-08-05,Adoption or RTO,0.0
A793917,2019-05-14,Adoption or RTO,0.0
A672585,2014-02-13,Euthanasia,1.0
A783192,2018-12-17,Adoption or RTO,0.0
A796848,2019-06-06,Transfer,0.0
A680531,2014-06-09,Transfer,0.0
A710627,2015-08-26,Transfer,0.0
A743185,2017-02-05,Adoption or RTO,1.0
A793027,2019-04-21,Transfer,1.0
A698822,2015-03-18,Transfer,0.0
A799731,2019-07-15,Adoption or RTO,1.0
A707867,2015-07-19,Transfer,0.0
A797556,2019-07-01,Transfer,0.0
A705498,2015-06-18,Transfer,0.0
A772526,2018-06-23,Adoption or RTO,0.0
A706829,2015-07-18,Adoption or RTO,0.0
A704695,2015-06-15,Transfer,0.0
A714010,2015-10-16,Euthanasia,0.0
A813808,2020-02-24,Transfer,12.0
A703190,2015-05-21,Transfer,0.0
A772125,2018-06-19,Adoption or RTO,0.0
A732675,2016-08-11,Transfer,0.0
A709283,2015-08-17,Adoption or RTO,0.0
A600763,2015-06-25,Transfer,4.0
A797199,2019-06-22,Adoption or RTO,0.0
A800535,2019-08-19,Adoption or RTO,0.0
A745952,2017-09-03,Adoption or RTO,6.0
A795697,2019-05-27,Adoption or RTO,0.0
A773770,2018-08-11,Adoption or RTO,0.0
A675017,2014-03-26,Transfer,1.0
A661128,2013-11-16,Adoption or RTO,0.0
A794783,2019-06-19,Adoption or RTO,0.0
A732773,2016-08-14,Transfer,2.0
A730391,2016-07-11,Transfer,0.0
A661817,2013-10-20,Transfer,0.0
A711418,2015-09-11,Transfer,0.0
A801852,2019-10-10,Adoption or RTO,0.0
A704803,2015-06-09,Transfer,0.0
A709219,2015-10-19,Adoption or RTO,0.0
A783811,2018-11-16,Adoption or RTO,1.0
A783897,2018-11-14,Transfer,0.0
A718081,2015-12-27,Adoption or RTO,0.0
A681545,2014-06-18,Transfer,0.0
A675216,2014-05-05,Adoption or RTO,4.0
A708524,2015-07-29,Transfer,0.0
A732464,2016-09-21,Adoption or RTO,0.0
A733816,2016-09-05,Adoption or RTO,2.0
A757215,2017-09-02,Adoption or RTO,1.0
A779881,2018-09-11,Transfer,0.0
A723314,2016-04-05,Transfer,0.0
A821156,2020-08-26,Adoption or RTO,0.0
A782372,2018-12-31,Adoption or RTO,0.0
A731266,2016-07-19,Transfer,0.0
A805254,2019-09-24,Euthanasia,0.0
A716851,2015-12-02,Euthanasia,0.0
A751522,2017-08-10,Adoption or RTO,0.0
A737055,2016-10-21,Euthanasia,0.0
A755581,2017-08-11,Adoption or RTO,0.0
A783890,2018-11-12,Transfer,0.0
A732372,2016-09-11,Adoption or RTO,1.0
A715901,2015-12-14,Transfer,2.0
A700702,2015-04-24,Adoption or RTO,2.0
